Date,Province,District,Confirmed,Deaths,Recovered,Readmitted
2020-07-07,Province 1,Panchthar,5,0,3,0
2020-07-08,Province 1,Panchthar,5,0,3,0
2020-07-09,Province 1,Panchthar,5,0,3,0
2020-07-10,Province 1,Panchthar,7,0,3,0
2020-07-11,Province 1,Panchthar,7,0,3,0
2020-07-12,Province 1,Panchthar,7,0,3,0
2020-07-13,Province 1,Panchthar,7,0,3,0
2020-07-14,Province 1,Panchthar,7,0,3,0
2020-07-15,Province 1,Panchthar,7,0,3,0
2020-07-16,Province 1,Panchthar,7,0,3,0
2020-07-17,Province 1,Panchthar,7,0,3,0
2020-07-18,Province 1,Panchthar,7,0,3,0
2020-07-19,Province 1,Panchthar,7,0,3,0
2020-07-20,Province 1,Panchthar,7,0,3,0
2020-07-21,Province 1,Panchthar,7,0,3,0
2020-07-22,Province 1,Panchthar,7,0,3,0
